Job_ID,Job_Title,Company,Industry,Location,Experience_Years,Salary_INR,Employment_Type,Company_Size,Education_Required,Hiring_Urgency,Open_Positions,Applicant_Count,Skills,Posted_Date
AIJ101104,Machine Learning Engineer,InnoTech,Cybersecurity,Kolkata,14,578475,Onsite,Mid-size,Master's,Medium,19,133,"LLMs, Machine Learning, Power BI, Statistics, Tableau",2026-05-28
AIJ101105,Prompt Engineer,InnoTech,Logistics,Ahmedabad,11,4253329,Remote,Enterprise,PhD,Medium,20,396,"AWS, NLP, Python, Statistics, TensorFlow",2026-03-03
AIJ101106,NLP Engineer,Insight Labs,EdTech,Ahmedabad,8,3456151,Onsite,Mid-size,PhD,Low,18,336,"AWS, Azure, Power BI, SQL, Tableau",2025-08-05
AIJ101107,AI Engineer,CloudMind,EdTech,Remote,11,3117893,Onsite,Mid-size,PhD,Low,17,403,"AWS, Excel, LLMs, NLP, PyTorch",2026-05-25
AIJ101108,LLM Engineer,DataSphere,Logistics,Mumbai,3,4168091,Remote,Startup,Master's,Medium,6,259,"Azure, NLP, Power BI, PyTorch, SQL",2026-04-19
AIJ101109,Machine Learning Engineer,DataSphere,Telecom,Pune,11,2413995,Hybrid,Mid-size,PhD,Low,12,118,"AWS, Excel, LLMs, Statistics, TensorFlow",2026-01-03
AIJ101110,Computer Vision Engineer,QuantEdge,Healthcare,Mumbai,7,4192988,Remote,Enterprise,PhD,High,16,412,"LLMs, NLP, Power BI, Python, Statistics",2026-01-24
AIJ101111,LLM Engineer,CloudMind,EdTech,Remote,9,2124025,Hybrid,Mid-size,Bachelor's,Medium,9,96,"AWS, Deep Learning, NLP, Power BI, Statistics",2026-01-08
AIJ101112,Computer Vision Engineer,Insight Labs,Healthcare,Bangalore,0,1281901,Hybrid,Mid-size,Bachelor's,High,5,263,"Deep Learning, LLMs, NLP, SQL, Tableau",2026-02-20
AIJ101113,LLM Engineer,TechNova,Healthcare,Bangalore,3,4137186,Remote,Mid-size,PhD,Low,13,261,"LLMs, NLP, Power BI, Python, Tableau",2026-04-19
AIJ101114,AI Engineer,CloudMind,Finance,Mumbai,14,1552558,Remote,Startup,PhD,Low,3,415,"Machine Learning, NLP, PyTorch, Python, Tableau",2025-07-03
AIJ101115,Data Scientist,InnoTech,SaaS,Hyderabad,13,2055295,Hybrid,Mid-size,Master's,High,3,159,"Excel, Machine Learning, PyTorch, Python, SQL",2026-05-19
AIJ101116,AI Engineer,TechNova,Telecom,Bangalore,7,2513537,Onsite,Startup,Bachelor's,Low,12,60,"LLMs, Machine Learning, Power BI, SQL, Statistics",2025-11-21
AIJ101117,MLOps Engineer,QuantEdge,SaaS,Kolkata,14,736532,Onsite,Startup,PhD,High,10,126,"Azure, Deep Learning, NLP, Statistics, TensorFlow",2026-04-22
AIJ101118,MLOps Engineer,NextGen AI,Retail,Remote,0,2916124,Hybrid,Enterprise,Bachelor's,Low,8,55,"Azure, NLP, Power BI, Python, SQL",2025-09-19
AIJ101119,Machine Learning Engineer,DataSphere,Telecom,Ahmedabad,11,4189478,Onsite,Startup,PhD,Medium,3,258,"Excel, Machine Learning, Power BI, PyTorch, Tableau",2025-12-11
AIJ101120,Data Scientist,QuantEdge,Finance,Bangalore,3,857294,Remote,Mid-size,PhD,High,18,415,"Machine Learning, Power BI, PyTorch, Python, Statistics",2025-09-14
AIJ101121,Machine Learning Engineer,QuantEdge,EdTech,Remote,2,4039294,Hybrid,Startup,PhD,High,11,129,"AWS, Excel, Power BI, Python, SQL",2026-02-08
AIJ101122,AI Engineer,QuantEdge,Healthcare,Delhi,11,1676327,Hybrid,Enterprise,Bachelor's,High,10,92,"Excel, Machine Learning, Python, Statistics, Tableau",2026-03-30
AIJ101123,Prompt Engineer,Insight Labs,SaaS,Hyderabad,10,3373684,Remote,Enterprise,Master's,High,16,37,"AWS, LLMs, Machine Learning, Power BI, SQL",2025-11-27
AIJ101124,Machine Learning Engineer,DataSphere,Telecom,Hyderabad,8,1647066,Hybrid,Startup,PhD,Medium,9,272,"Azure, Excel, LLMs, Machine Learning, Tableau",2025-07-25
AIJ101125,Machine Learning Engineer,DataSphere,SaaS,Delhi,9,3488208,Remote,Enterprise,PhD,High,1,364,"Azure, LLMs, Machine Learning, Python, Statistics",2025-11-27
AIJ101126,AI Researcher,DataSphere,Telecom,Kolkata,8,2432713,Onsite,Enterprise,Master's,High,5,226,"LLMs, NLP, Power BI, PyTorch, Python",2025-07-31
AIJ101127,Prompt Engineer,Insight Labs,Cybersecurity,Noida,6,2403911,Remote,Startup,PhD,Medium,14,199,"Excel, NLP, Power BI, Statistics, TensorFlow",2026-06-07
AIJ101128,AI Researcher,InnoTech,Cybersecurity,Bangalore,5,2654429,Hybrid,Startup,Master's,High,6,91,"Azure, Deep Learning, Excel, NLP, SQL",2026-01-23
AIJ101129,Prompt Engineer,AIWorks,Retail,Ahmedabad,2,1809808,Onsite,Mid-size,PhD,Low,8,155,"Azure, Excel, Machine Learning, Power BI, Statistics",2025-12-24
AIJ101130,AI Engineer,Insight Labs,Cybersecurity,Hyderabad,8,3497714,Remote,Startup,Bachelor's,High,2,404,"Azure, LLMs, NLP, PyTorch, SQL",2026-01-14
AIJ101131,Data Analyst,NextGen AI,Retail,Mumbai,14,1657098,Remote,Enterprise,Master's,High,2,296,"AWS, LLMs, Power BI, PyTorch, TensorFlow",2025-10-01
AIJ101132,Data Scientist,TechNova,Logistics,Pune,7,3320662,Remote,Startup,PhD,Low,13,370,"AWS, Deep Learning, Excel, Power BI, Statistics",2026-03-08
AIJ101133,AI Researcher,Insight Labs,Finance,Remote,1,3335035,Onsite,Startup,Bachelor's,High,1,188,"Azure, Deep Learning, Excel, Power BI, TensorFlow",2026-05-06
AIJ101134,Computer Vision Engineer,CloudMind,Logistics,Ahmedabad,14,736586,Onsite,Enterprise,PhD,High,17,357,"AWS, Azure, PyTorch, SQL, Statistics",2026-04-29
AIJ101135,Data Analyst,CloudMind,Healthcare,Delhi,10,2833316,Remote,Enterprise,Master's,Low,2,466,"AWS, Machine Learning, Power BI, Python, Statistics",2026-01-27
AIJ101136,Computer Vision Engineer,Insight Labs,Logistics,Delhi,6,1982298,Hybrid,Enterprise,PhD,Low,1,83,"AWS, Azure, Deep Learning, Machine Learning, TensorFlow",2026-04-24
AIJ101137,Computer Vision Engineer,InnoTech,EdTech,Delhi,14,2410842,Remote,Mid-size,Bachelor's,Low,20,97,"Azure, Machine Learning, NLP, PyTorch, SQL",2026-01-06
AIJ101138,LLM Engineer,InnoTech,Cybersecurity,Kolkata,9,4879669,Onsite,Mid-size,Master's,Medium,19,485,"AWS, Azure, LLMs, PyTorch, SQL",2025-09-24
AIJ101139,Data Analyst,QuantEdge,Telecom,Kolkata,14,1123454,Remote,Startup,Master's,High,3,188,"AWS, Deep Learning, PyTorch, Tableau, TensorFlow",2025-08-22
AIJ101140,Prompt Engineer,AIWorks,EdTech,Ahmedabad,12,3574317,Hybrid,Enterprise,Bachelor's,Medium,10,378,"LLMs, Machine Learning, PyTorch, SQL, TensorFlow",2025-08-31
AIJ101141,Machine Learning Engineer,QuantEdge,EdTech,Bangalore,13,3343530,Remote,Mid-size,Bachelor's,High,12,440,"Deep Learning, Python, Statistics, Tableau, TensorFlow",2026-02-02
AIJ101142,Data Scientist,Insight Labs,EdTech,Pune,3,4065325,Onsite,Mid-size,PhD,High,4,313,"Machine Learning, NLP, Power BI, PyTorch, Python",2025-10-03
AIJ101143,Machine Learning Engineer,Insight Labs,SaaS,Pune,8,649669,Hybrid,Startup,Bachelor's,Medium,18,52,"AWS, Power BI, Python, Statistics, TensorFlow",2025-07-15
AIJ101144,Machine Learning Engineer,Insight Labs,Cybersecurity,Chennai,7,2051773,Hybrid,Mid-size,Bachelor's,Medium,5,86,"AWS, Deep Learning, Excel, PyTorch, TensorFlow",2026-04-26
AIJ101145,NLP Engineer,InnoTech,Healthcare,Remote,2,1605214,Hybrid,Mid-size,Bachelor's,Medium,13,482,"Machine Learning, NLP, PyTorch, Statistics, Tableau",2025-09-09
AIJ101146,AI Researcher,AIWorks,Finance,Noida,5,4763832,Remote,Enterprise,Bachelor's,Low,10,347,"Azure, Excel, NLP, Power BI, Tableau",2025-11-02
AIJ101147,NLP Engineer,InnoTech,EdTech,Hyderabad,9,4396478,Remote,Enterprise,PhD,High,19,413,"Azure, LLMs, Machine Learning, NLP, SQL",2026-02-21
AIJ101148,Computer Vision Engineer,QuantEdge,Healthcare,Remote,4,890675,Remote,Mid-size,Master's,Low,1,263,"Azure, Excel, Machine Learning, NLP, SQL",2025-10-01
AIJ101149,AI Researcher,DataSphere,Retail,Mumbai,1,2032286,Hybrid,Startup,PhD,Low,15,201,"Excel, LLMs, NLP, Python, SQL",2025-12-23
AIJ101150,Prompt Engineer,CloudMind,EdTech,Kolkata,7,1364153,Remote,Startup,Bachelor's,High,8,269,"Excel, LLMs, Machine Learning, Power BI, Python",2026-05-10
AIJ101151,AI Researcher,NextGen AI,Logistics,Kolkata,12,2380674,Hybrid,Enterprise,Master's,Low,11,180,"AWS, Azure, Machine Learning, PyTorch, Statistics",2026-02-23
AIJ101152,Computer Vision Engineer,DataSphere,Finance,Noida,9,4938838,Remote,Enterprise,Master's,Medium,18,313,"Deep Learning, LLMs, PyTorch, Statistics, Tableau",2025-09-21
AIJ101153,Data Scientist,Insight Labs,EdTech,Noida,3,3230233,Remote,Startup,PhD,High,9,160,"Azure, Deep Learning, Excel, Machine Learning, Python",2026-04-27
AIJ101154,NLP Engineer,CloudMind,Finance,Kolkata,0,1995974,Hybrid,Enterprise,Bachelor's,Medium,7,306,"AWS, Deep Learning, Machine Learning, Python, Statistics",2026-01-12
AIJ101155,AI Researcher,DataSphere,EdTech,Pune,4,802275,Hybrid,Enterprise,PhD,High,5,404,"Deep Learning, LLMs, NLP, Python, TensorFlow",2026-03-05
AIJ101156,LLM Engineer,DataSphere,SaaS,Bangalore,10,1788293,Onsite,Enterprise,Master's,Medium,6,429,"Deep Learning, Machine Learning, PyTorch, SQL, Tableau",2026-03-02
AIJ101157,MLOps Engineer,TechNova,Healthcare,Kolkata,9,1640213,Remote,Mid-size,Bachelor's,High,13,286,"Azure, Machine Learning, Power BI, Statistics, Tableau",2025-07-20
AIJ101158,MLOps Engineer,NextGen AI,SaaS,Hyderabad,8,1517260,Hybrid,Mid-size,Bachelor's,Medium,20,313,"Azure, LLMs, Power BI, PyTorch, Statistics",2026-02-15
AIJ101159,AI Engineer,AIWorks,Healthcare,Bangalore,5,3355682,Hybrid,Mid-size,Bachelor's,High,2,167,"Azure, PyTorch, Python, Statistics, Tableau",2025-07-31
AIJ101160,Prompt Engineer,DataSphere,Telecom,Ahmedabad,6,2370759,Hybrid,Startup,Bachelor's,Low,14,476,"AWS, Azure, NLP, Statistics, TensorFlow",2026-04-30
AIJ101161,Computer Vision Engineer,DataSphere,Finance,Bangalore,12,4491926,Remote,Mid-size,Master's,High,6,313,"Excel, NLP, PyTorch, Statistics, TensorFlow",2025-07-31
AIJ101162,AI Engineer,InnoTech,EdTech,Pune,3,3463619,Hybrid,Mid-size,PhD,High,11,105,"Deep Learning, LLMs, NLP, Tableau, TensorFlow",2026-02-10
AIJ101163,Computer Vision Engineer,TechNova,Retail,Kolkata,2,2034079,Remote,Enterprise,Master's,Low,16,449,"Excel, LLMs, NLP, Tableau, TensorFlow",2025-11-26
AIJ101164,Computer Vision Engineer,CloudMind,Finance,Hyderabad,5,1824114,Onsite,Startup,Bachelor's,Medium,15,426,"AWS, Azure, NLP, SQL, TensorFlow",2026-05-26
AIJ101165,Prompt Engineer,InnoTech,Finance,Remote,9,4131383,Hybrid,Startup,Bachelor's,High,13,243,"Excel, LLMs, Power BI, Python, Statistics",2026-04-21
AIJ101166,AI Researcher,QuantEdge,SaaS,Pune,6,2012245,Remote,Startup,PhD,High,1,184,"Excel, LLMs, Power BI, PyTorch, Statistics",2025-09-19
AIJ101167,Data Analyst,QuantEdge,EdTech,Hyderabad,10,849153,Remote,Enterprise,Bachelor's,High,7,302,"Azure, Deep Learning, LLMs, PyTorch, Python",2026-03-30
AIJ101168,MLOps Engineer,AIWorks,EdTech,Chennai,0,1233090,Remote,Mid-size,Master's,High,13,180,"Excel, LLMs, NLP, PyTorch, TensorFlow",2025-07-12
AIJ101169,NLP Engineer,NextGen AI,Telecom,Noida,0,4172632,Onsite,Enterprise,Master's,Medium,19,49,"AWS, Power BI, PyTorch, Python, TensorFlow",2026-01-20
AIJ101170,Machine Learning Engineer,TechNova,Logistics,Bangalore,8,2725956,Remote,Mid-size,Master's,Low,6,192,"AWS, Azure, Machine Learning, Statistics, Tableau",2026-04-13
AIJ101171,Machine Learning Engineer,InnoTech,Logistics,Chennai,3,4928310,Hybrid,Startup,Master's,Low,9,77,"AWS, Azure, Deep Learning, PyTorch, Tableau",2026-05-17
AIJ101172,Data Analyst,DataSphere,Healthcare,Bangalore,9,873995,Remote,Startup,Bachelor's,Low,10,437,"AWS, Azure, Machine Learning, SQL, TensorFlow",2025-10-12
AIJ101173,NLP Engineer,TechNova,Finance,Hyderabad,7,2631454,Onsite,Enterprise,PhD,Medium,5,24,"LLMs, Power BI, PyTorch, Statistics, Tableau",2025-10-04
AIJ101174,AI Researcher,Insight Labs,Telecom,Bangalore,12,2594657,Hybrid,Enterprise,Bachelor's,High,18,423,"Deep Learning, LLMs, NLP, SQL, Statistics",2026-02-16
AIJ101175,Computer Vision Engineer,InnoTech,EdTech,Chennai,11,597266,Hybrid,Mid-size,PhD,Low,11,87,"AWS, Machine Learning, Power BI, PyTorch, TensorFlow",2025-09-26
AIJ101176,AI Researcher,DataSphere,SaaS,Kolkata,5,955611,Hybrid,Enterprise,PhD,Low,9,486,"Azure, Excel, NLP, PyTorch, Python",2025-09-09
AIJ101177,Data Analyst,NextGen AI,Cybersecurity,Remote,14,1302615,Onsite,Enterprise,Bachelor's,High,19,401,"Deep Learning, Excel, LLMs, Power BI, SQL",2026-06-03
AIJ101178,LLM Engineer,CloudMind,SaaS,Noida,7,4726953,Remote,Enterprise,Master's,Medium,19,360,"AWS, Deep Learning, Machine Learning, PyTorch, Statistics",2026-01-03
AIJ101179,Computer Vision Engineer,Insight Labs,SaaS,Bangalore,3,1884471,Hybrid,Startup,Bachelor's,High,10,302,"Azure, Excel, Machine Learning, NLP, Power BI",2025-06-30
AIJ101180,Machine Learning Engineer,AIWorks,Healthcare,Chennai,13,1367260,Onsite,Enterprise,Bachelor's,Medium,8,331,"AWS, Deep Learning, Excel, Tableau, TensorFlow",2025-12-19
AIJ101181,Computer Vision Engineer,QuantEdge,Finance,Noida,5,993670,Hybrid,Startup,PhD,Low,12,93,"AWS, Excel, Power BI, SQL, Statistics",2025-10-24
AIJ101182,Computer Vision Engineer,TechNova,Finance,Kolkata,0,1714188,Onsite,Enterprise,Master's,Low,16,52,"AWS, Excel, PyTorch, Python, Tableau",2026-03-19
AIJ101183,Machine Learning Engineer,QuantEdge,SaaS,Bangalore,8,4019555,Onsite,Startup,Master's,Low,5,102,"AWS, Azure, Power BI, Tableau, TensorFlow",2026-01-27
AIJ101184,AI Engineer,AIWorks,Logistics,Mumbai,5,657338,Hybrid,Enterprise,Master's,Medium,20,22,"Excel, NLP, Power BI, PyTorch, SQL",2025-09-14
AIJ101185,Prompt Engineer,CloudMind,EdTech,Chennai,15,3075629,Hybrid,Startup,Bachelor's,Low,5,85,"Azure, Excel, NLP, Statistics, Tableau",2026-04-15
AIJ101186,Data Scientist,DataSphere,Telecom,Bangalore,5,1891123,Onsite,Enterprise,Master's,High,16,373,"Azure, Machine Learning, PyTorch, SQL, Tableau",2025-09-26
AIJ101187,MLOps Engineer,AIWorks,EdTech,Delhi,10,3653223,Remote,Enterprise,Bachelor's,Low,17,439,"Azure, Deep Learning, Excel, Power BI, Tableau",2026-02-10
AIJ101188,Prompt Engineer,TechNova,EdTech,Noida,1,3558180,Hybrid,Mid-size,Master's,Medium,11,89,"Excel, Machine Learning, NLP, Power BI, Statistics",2025-08-28
AIJ101189,Data Scientist,Insight Labs,EdTech,Mumbai,0,2313100,Remote,Mid-size,Bachelor's,Low,14,42,"AWS, Azure, Deep Learning, LLMs, PyTorch",2025-07-07
AIJ101190,Data Scientist,DataSphere,Retail,Bangalore,6,1460434,Hybrid,Enterprise,PhD,High,7,341,"LLMs, NLP, SQL, Statistics, TensorFlow",2025-08-29
AIJ101191,Data Scientist,Insight Labs,EdTech,Remote,4,3509528,Remote,Enterprise,Master's,Medium,2,468,"Excel, Python, SQL, Tableau, TensorFlow",2026-02-13
AIJ101192,AI Engineer,NextGen AI,Telecom,Chennai,13,1348538,Hybrid,Enterprise,Master's,High,16,404,"Azure, Deep Learning, Excel, LLMs, TensorFlow",2025-12-14
AIJ101193,AI Researcher,TechNova,Finance,Ahmedabad,5,3805211,Onsite,Enterprise,Bachelor's,High,15,374,"Excel, LLMs, Machine Learning, PyTorch, Python",2026-02-15
AIJ101194,Data Scientist,QuantEdge,Logistics,Ahmedabad,15,4013655,Onsite,Startup,Master's,Low,20,474,"AWS, Azure, LLMs, NLP, Statistics",2025-07-28
AIJ101195,LLM Engineer,DataSphere,EdTech,Pune,13,1362136,Onsite,Mid-size,Bachelor's,Medium,5,319,"Azure, PyTorch, Python, Tableau, TensorFlow",2025-08-17
AIJ101196,AI Engineer,CloudMind,SaaS,Delhi,4,4158142,Hybrid,Enterprise,Master's,Low,7,121,"AWS, LLMs, NLP, PyTorch, SQL",2025-07-10
AIJ101197,Prompt Engineer,Insight Labs,SaaS,Hyderabad,5,1220123,Onsite,Mid-size,Master's,Low,3,223,"AWS, Excel, Power BI, SQL, Tableau",2025-10-19
AIJ101198,NLP Engineer,TechNova,Retail,Noida,0,3731781,Hybrid,Enterprise,Master's,Low,17,187,"AWS, Excel, PyTorch, SQL, Statistics",2025-09-04
AIJ101199,LLM Engineer,DataSphere,Finance,Kolkata,9,953972,Onsite,Mid-size,Master's,High,18,342,"AWS, Azure, LLMs, Statistics, Tableau",2026-05-24
AIJ101200,Prompt Engineer,InnoTech,Logistics,Kolkata,12,4832178,Remote,Startup,PhD,High,9,195,"Deep Learning, LLMs, Power BI, Python, TensorFlow",2026-04-04
AIJ101201,LLM Engineer,QuantEdge,Cybersecurity,Pune,10,3986933,Onsite,Enterprise,Master's,Medium,15,487,"Excel, PyTorch, Python, SQL, Tableau",2026-03-12
AIJ101202,LLM Engineer,NextGen AI,SaaS,Chennai,7,1282152,Onsite,Startup,Master's,Low,11,227,"AWS, Azure, LLMs, Python, TensorFlow",2025-06-13
AIJ101203,AI Engineer,InnoTech,EdTech,Noida,0,2706119,Hybrid,Enterprise,PhD,Low,2,90,"Deep Learning, Excel, Machine Learning, SQL, TensorFlow",2025-12-11
AIJ101204,Machine Learning Engineer,QuantEdge,EdTech,Hyderabad,8,861152,Remote,Startup,PhD,Medium,15,305,"Excel, LLMs, NLP, PyTorch, SQL",2025-06-13
AIJ101205,Data Analyst,NextGen AI,Finance,Chennai,5,3984149,Remote,Startup,Bachelor's,Medium,19,417,"Excel, LLMs, PyTorch, SQL, TensorFlow",2026-02-27
AIJ101206,Prompt Engineer,Insight Labs,Cybersecurity,Bangalore,2,2277233,Hybrid,Startup,Bachelor's,High,6,410,"LLMs, Power BI, Python, SQL, TensorFlow",2025-11-17
AIJ101207,MLOps Engineer,Insight Labs,Telecom,Bangalore,4,3845213,Remote,Mid-size,PhD,Low,6,341,"AWS, Excel, Machine Learning, SQL, Tableau",2025-08-12
AIJ101208,AI Engineer,TechNova,Retail,Chennai,2,4855809,Hybrid,Enterprise,PhD,Medium,7,120,"Azure, LLMs, Machine Learning, PyTorch, TensorFlow",2025-09-27
AIJ101209,LLM Engineer,QuantEdge,Cybersecurity,Hyderabad,4,4280214,Remote,Startup,Bachelor's,Medium,1,468,"Azure, Deep Learning, NLP, Power BI, PyTorch",2025-09-28
AIJ101210,AI Engineer,QuantEdge,Telecom,Chennai,10,658894,Remote,Startup,PhD,Medium,6,426,"AWS, Azure, Deep Learning, Statistics, TensorFlow",2026-05-25
AIJ101211,Data Analyst,InnoTech,Healthcare,Chennai,14,1397720,Hybrid,Startup,Bachelor's,Low,7,65,"AWS, Deep Learning, Excel, NLP, Power BI",2025-07-01
AIJ101212,AI Researcher,Insight Labs,Healthcare,Delhi,3,1593285,Hybrid,Startup,Bachelor's,Low,14,172,"LLMs, PyTorch, Python, Statistics, TensorFlow",2026-05-03
AIJ101213,Data Analyst,NextGen AI,Healthcare,Hyderabad,10,3383157,Remote,Startup,PhD,Medium,3,246,"AWS, LLMs, NLP, Statistics, TensorFlow",2026-06-03
AIJ101214,NLP Engineer,NextGen AI,SaaS,Delhi,2,1884330,Onsite,Enterprise,PhD,Low,1,225,"AWS, Deep Learning, Power BI, Python, TensorFlow",2026-04-29
AIJ101215,Computer Vision Engineer,InnoTech,Cybersecurity,Pune,6,3038059,Remote,Enterprise,Master's,Low,16,277,"Deep Learning, Excel, LLMs, SQL, TensorFlow",2025-09-01
AIJ101216,NLP Engineer,InnoTech,Retail,Kolkata,9,1172044,Onsite,Startup,PhD,Medium,2,351,"Azure, Excel, Statistics, Tableau, TensorFlow",2026-04-19
AIJ101217,AI Engineer,CloudMind,Cybersecurity,Delhi,9,1695974,Onsite,Mid-size,Bachelor's,Medium,10,50,"AWS, Excel, Machine Learning, SQL, Statistics",2025-10-21
AIJ101218,Data Analyst,InnoTech,Finance,Remote,5,3684062,Onsite,Enterprise,Master's,High,10,79,"LLMs, NLP, Power BI, Statistics, TensorFlow",2026-04-14
AIJ101219,Computer Vision Engineer,CloudMind,Cybersecurity,Bangalore,3,1918864,Hybrid,Enterprise,Bachelor's,Low,19,208,"Azure, Excel, Machine Learning, Power BI, Tableau",2025-08-01
AIJ101220,Machine Learning Engineer,InnoTech,Logistics,Hyderabad,14,1456231,Remote,Mid-size,Master's,Medium,6,301,"AWS, Machine Learning, PyTorch, Python, SQL",2026-06-05
AIJ101221,Machine Learning Engineer,NextGen AI,Healthcare,Noida,4,4804833,Remote,Enterprise,Master's,High,15,433,"AWS, Excel, PyTorch, SQL, TensorFlow",2026-05-02
AIJ101222,LLM Engineer,TechNova,SaaS,Delhi,13,4810924,Remote,Enterprise,Master's,Medium,2,463,"Azure, Power BI, PyTorch, Python, Tableau",2026-03-10
AIJ101223,Prompt Engineer,QuantEdge,Healthcare,Remote,8,4788889,Remote,Mid-size,PhD,High,8,100,"AWS, Excel, LLMs, NLP, Power BI",2026-04-10
AIJ101224,Data Analyst,QuantEdge,Retail,Mumbai,4,4126557,Hybrid,Enterprise,Bachelor's,Low,13,293,"AWS, Deep Learning, LLMs, Machine Learning, PyTorch",2026-01-06
AIJ101225,Machine Learning Engineer,InnoTech,Cybersecurity,Noida,4,744840,Remote,Enterprise,Master's,Medium,3,77,"Deep Learning, Excel, Machine Learning, PyTorch, SQL",2025-08-20
AIJ101226,AI Researcher,QuantEdge,Logistics,Hyderabad,12,1206233,Remote,Mid-size,Master's,High,17,216,"Deep Learning, LLMs, SQL, Statistics, Tableau",2025-11-25
AIJ101227,Data Scientist,QuantEdge,SaaS,Kolkata,15,842831,Onsite,Mid-size,PhD,High,15,362,"AWS, Excel, Python, SQL, TensorFlow",2025-08-11
AIJ101228,Data Scientist,QuantEdge,Telecom,Mumbai,8,4871824,Hybrid,Enterprise,PhD,Medium,20,150,"Deep Learning, Machine Learning, PyTorch, Python, Statistics",2026-04-03
AIJ101229,AI Researcher,AIWorks,Retail,Delhi,6,4764395,Onsite,Enterprise,PhD,Medium,9,185,"Excel, LLMs, PyTorch, SQL, Tableau",2025-08-03
AIJ101230,AI Engineer,Insight Labs,Logistics,Delhi,15,3055698,Remote,Mid-size,Master's,Low,11,390,"Azure, LLMs, Machine Learning, PyTorch, Tableau",2025-08-03
AIJ101231,Machine Learning Engineer,QuantEdge,Cybersecurity,Pune,8,2793418,Hybrid,Startup,Bachelor's,Medium,14,351,"Azure, Deep Learning, NLP, PyTorch, TensorFlow",2026-05-28
AIJ101232,Machine Learning Engineer,TechNova,Cybersecurity,Ahmedabad,11,4725028,Onsite,Startup,Bachelor's,Medium,12,409,"NLP, Power BI, Python, SQL, TensorFlow",2025-12-30
AIJ101233,Machine Learning Engineer,TechNova,Retail,Noida,9,2477711,Onsite,Enterprise,Bachelor's,High,17,466,"AWS, Azure, Deep Learning, LLMs, Machine Learning",2025-12-27
AIJ101234,MLOps Engineer,TechNova,Healthcare,Kolkata,14,1730879,Hybrid,Startup,Bachelor's,Medium,11,174,"AWS, Deep Learning, NLP, PyTorch, SQL",2025-12-22
AIJ101235,AI Engineer,AIWorks,Finance,Mumbai,14,2035480,Remote,Startup,Master's,Low,14,209,"Deep Learning, Excel, LLMs, Statistics, Tableau",2025-12-17
AIJ101236,AI Engineer,NextGen AI,Finance,Mumbai,13,2055832,Hybrid,Mid-size,Bachelor's,Medium,4,456,"AWS, Azure, Power BI, Statistics, Tableau",2025-07-02
AIJ101237,AI Researcher,AIWorks,SaaS,Hyderabad,0,856201,Hybrid,Mid-size,PhD,Medium,7,59,"AWS, Deep Learning, Excel, Python, SQL",2025-07-13
AIJ101238,Prompt Engineer,QuantEdge,Logistics,Hyderabad,10,3185957,Remote,Enterprise,PhD,High,18,335,"Azure, NLP, Python, Tableau, TensorFlow",2025-11-27
AIJ101239,AI Engineer,CloudMind,Telecom,Ahmedabad,10,2129430,Hybrid,Startup,PhD,Medium,16,90,"Machine Learning, Power BI, Python, SQL, Tableau",2025-12-02
AIJ101240,Computer Vision Engineer,NextGen AI,Cybersecurity,Ahmedabad,15,3491889,Onsite,Enterprise,Bachelor's,Medium,4,170,"Azure, Deep Learning, Python, SQL, Tableau",2026-04-06
AIJ101241,Computer Vision Engineer,InnoTech,Cybersecurity,Pune,11,2038026,Remote,Startup,Master's,Low,5,283,"AWS, Azure, Excel, PyTorch, Statistics",2026-05-30
AIJ101242,AI Engineer,QuantEdge,Retail,Hyderabad,2,1856191,Onsite,Enterprise,Bachelor's,Medium,19,462,"AWS, Azure, Python, Statistics, Tableau",2026-04-12
AIJ101243,Machine Learning Engineer,Insight Labs,SaaS,Mumbai,2,4332458,Hybrid,Startup,Master's,High,11,321,"LLMs, NLP, Power BI, Python, Statistics",2025-12-14
AIJ101244,MLOps Engineer,QuantEdge,Retail,Kolkata,7,3962341,Onsite,Mid-size,Bachelor's,Medium,20,368,"Excel, Machine Learning, Power BI, PyTorch, TensorFlow",2025-08-16
AIJ101245,MLOps Engineer,DataSphere,Cybersecurity,Chennai,15,2199010,Remote,Enterprise,Master's,High,10,372,"AWS, Excel, NLP, PyTorch, TensorFlow",2025-11-11
AIJ101246,Computer Vision Engineer,CloudMind,Finance,Bangalore,13,4188150,Hybrid,Mid-size,Bachelor's,Medium,8,270,"Azure, Deep Learning, LLMs, NLP, Power BI",2025-12-05
AIJ101247,AI Engineer,QuantEdge,EdTech,Hyderabad,6,814190,Remote,Startup,PhD,Medium,16,286,"Deep Learning, Excel, NLP, Power BI, PyTorch",2025-06-20
AIJ101248,AI Engineer,TechNova,Healthcare,Chennai,8,980820,Remote,Mid-size,PhD,Medium,2,219,"Excel, Power BI, PyTorch, SQL, TensorFlow",2026-02-19
AIJ101249,AI Researcher,AIWorks,Retail,Chennai,14,4406377,Remote,Startup,Bachelor's,Low,17,261,"LLMs, NLP, Power BI, SQL, Tableau",2026-06-06
AIJ101250,NLP Engineer,NextGen AI,Telecom,Kolkata,8,4696893,Onsite,Startup,PhD,Low,11,316,"AWS, PyTorch, Python, SQL, Statistics",2025-09-13
AIJ101251,AI Researcher,QuantEdge,EdTech,Ahmedabad,7,777218,Remote,Mid-size,Master's,Low,5,34,"AWS, NLP, PyTorch, Statistics, Tableau",2026-05-02
